Year,Description,Baksa,Barpeta,Bongaigaon,Cachar,Chirang,Darrang,Dhemaji,Dhubri,Dibrugarh,Dima Hasao,Goalpara,Golaghat,Hailakandi,Jorhat,Kamrup (Metropolitan),Kamrup Rural,Karbi-Anglong,Karimganj,Kokrajhar,Lakhimpur,Morigaon,Nagaon,Nalbari,Sivasagar,Sonitpur,Tinsukia,Udalguri
2009-10,GDP (in Rs. Cr.),"2,060.20","3,175.96","2,627.39","4,620.81","1,040.84","2,427.47","1,401.33","2,729.46","6,514.42","1,108.39","2,227.34","3,372.75","1,709.11","4,737.05","6,877.36","5,604.65","2,975.53","3,278.82","2,957.87","2,535.25","2,141.58","5,035.64","2,258.00","6,749.67","4,309.46","6,109.28","2,151.04"
